Customer_ID,Age,Gender,Tenure,Contract_Type,Payment_Method,Internet_Service,Tech_Support,Streaming_Service,Online_Security,Customer_Support_Calls,Satisfaction_Score,Monthly_Charges,Total_Charges,Churn_Probability,Risk_Score,Risk_Category,Churn
CUST-00193,44,Male,9,Month-to-Month,Electronic Check,Fiber Optic,No,Yes,No,2,1.8,88.76,883.63,0.8995,90.0,High,Yes
CUST-00194,24,Male,2,Month-to-Month,Bank Transfer,DSL,No Internet,Yes,No,4,4.2,50.95,151.72,0.499,49.9,Medium,No
CUST-00195,44,Male,1,One Year,Mailed Check,Fiber Optic,Yes,Yes,No,2,4.9,61.78,118.05,0.3032,30.3,Low,No
CUST-00196,47,Female,2,Two Year,Bank Transfer,DSL,Yes,No Internet,Yes,1,4.6,57.57,169.75,0.0704,7.0,Low,No
CUST-00197,29,Male,20,Month-to-Month,Bank Transfer,DSL,No,Yes,No,9,1.1,32.31,657.05,0.7259,72.6,High,Yes
CUST-00198,44,Female,1,Month-to-Month,Credit Card,No,Yes,No,No,0,1.0,35.56,73.87,0.5717,57.2,Medium,No
CUST-00199,42,Male,9,Two Year,Mailed Check,Fiber Optic,No,No,No Internet,4,1.5,79.55,751.65,0.4915,49.2,Medium,No
CUST-00200,25,Male,33,Two Year,Mailed Check,Fiber Optic,No,No Internet,No,2,3.8,120.0,3781.74,0.3942,39.4,Low,No
CUST-00201,47,Female,8,Month-to-Month,Electronic Check,Fiber Optic,No,Yes,No,6,2.6,54.28,488.99,0.7983,79.8,High,Yes
CUST-00202,49,Female,34,Month-to-Month,Mailed Check,Fiber Optic,No,No,No Internet,1,5.0,102.8,3392.47,0.6691,66.9,Medium,Yes
CUST-00203,57,Male,32,One Year,Credit Card,DSL,No,Yes,No,5,3.2,66.13,1982.29,0.239,23.9,Low,No
CUST-00204,56,Female,6,Month-to-Month,Electronic Check,Fiber Optic,No,Yes,Yes,3,4.4,71.46,510.34,0.8555,85.5,High,Yes
CUST-00205,22,Male,31,Two Year,Credit Card,Fiber Optic,Yes,Yes,No,2,4.4,92.45,2806.59,0.261,26.1,Low,No
CUST-00206,28,Male,33,Month-to-Month,Credit Card,No,Yes,No,No,0,2.1,27.92,995.68,0.3835,38.3,Low,No
CUST-00207,49,Female,12,Month-to-Month,Bank Transfer,DSL,No,Yes,No,3,2.3,68.22,839.68,0.515,51.5,Medium,No
CUST-00208,49,Female,5,Month-to-Month,Electronic Check,Fiber Optic,Yes,No,No,1,4.9,80.31,473.84,0.8879,88.8,High,Yes
CUST-00209,49,Male,17,Month-to-Month,Electronic Check,Fiber Optic,No,Yes,No,0,1.3,79.12,1316.16,0.9272,92.7,High,Yes
CUST-00210,80,Female,61,Month-to-Month,Electronic Check,Fiber Optic,Yes,No Internet,No Internet,2,3.0,89.49,5437.03,0.8274,82.7,High,Yes
CUST-00211,49,Female,24,Month-to-Month,Electronic Check,DSL,Yes,No,No,0,4.0,74.39,1747.71,0.5458,54.6,Medium,No
CUST-00212,57,Male,4,One Year,Mailed Check,DSL,Yes,No Internet,Yes,1,3.7,67.23,336.93,0.1032,10.3,Low,No
CUST-00213,55,Female,27,Month-to-Month,Electronic Check,DSL,No,Yes,No,1,2.8,50.17,1270.27,0.709,70.9,High,Yes
CUST-00214,51,Female,13,Two Year,Bank Transfer,Fiber Optic,Yes,No Internet,No,3,2.7,90.39,1271.61,0.2913,29.1,Low,No
CUST-00215,37,Female,21,Month-to-Month,Mailed Check,DSL,Yes,No,No,1,1.8,46.17,993.04,0.4805,48.0,Medium,No
CUST-00216,52,Male,31,One Year,Electronic Check,Fiber Optic,No,Yes,No,3,2.2,58.99,1806.51,0.6242,62.4,Medium,Yes
CUST-00217,31,Female,17,Month-to-Month,Mailed Check,DSL,No,No,No,2,5.0,47.86,783.68,0.5254,52.5,Medium,No
CUST-00218,38,Male,40,Month-to-Month,Credit Card,No,No Internet,No,No Internet,6,3.4,24.26,904.51,0.4023,40.2,Medium,No
CUST-00219,35,Female,30,One Year,Bank Transfer,Fiber Optic,No Internet,No Internet,No,6,2.5,84.87,2680.5,0.4043,40.4,Medium,No
CUST-00220,43,Female,22,One Year,Mailed Check,Fiber Optic,Yes,No,No,1,3.9,91.19,2120.65,0.2855,28.6,Low,No
CUST-00221,74,Male,3,One Year,Bank Transfer,No,Yes,Yes,No Internet,0,2.7,18.0,69.83,0.1721,17.2,Low,No
CUST-00222,18,Female,43,One Year,Bank Transfer,Fiber Optic,No,Yes,Yes,3,2.0,77.24,3062.22,0.4118,41.2,Medium,No
CUST-00223,51,Female,65,One Year,Credit Card,Fiber Optic,No Internet,No,Yes,1,2.6,72.28,4875.24,0.2526,25.3,Low,No
CUST-00224,19,Female,3,Month-to-Month,Electronic Check,DSL,No Internet,Yes,No Internet,3,1.6,59.36,237.4,0.627,62.7,Medium,Yes
CUST-00225,35,Male,16,Two Year,Credit Card,DSL,Yes,No,Yes,0,5.0,55.3,856.92,0.02,2.0,Low,No
CUST-00226,57,Male,7,One Year,Electronic Check,No,No,No,Yes,2,3.9,34.4,259.1,0.4234,42.3,Medium,No
CUST-00227,42,Female,33,Two Year,Credit Card,Fiber Optic,No,No Internet,No,3,3.9,73.47,2273.59,0.5019,50.2,Medium,No
CUST-00228,26,Male,30,Two Year,Electronic Check,Fiber Optic,No Internet,No,Yes,2,2.6,96.25,3074.68,0.5295,52.9,Medium,No
CUST-00229,31,Female,3,Month-to-Month,Credit Card,Fiber Optic,Yes,No,No,2,3.1,66.27,258.6,0.7519,75.2,High,Yes
CUST-00230,51,Male,50,Month-to-Month,Credit Card,DSL,No,Yes,No,1,2.7,54.05,2635.64,0.4742,47.4,Medium,No
CUST-00231,31,Male,4,One Year,Electronic Check,Fiber Optic,Yes,Yes,No,0,1.6,94.66,470.82,0.5232,52.3,Medium,No
CUST-00232,45,Male,38,One Year,Credit Card,DSL,Yes,No Internet,No,1,4.2,55.58,2193.35,0.1192,11.9,Low,No
CUST-00233,42,Male,14,One Year,Electronic Check,Fiber Optic,No,No Internet,No Internet,2,4.1,65.88,986.18,0.5589,55.9,Medium,No
CUST-00234,32,Female,9,One Year,Electronic Check,Fiber Optic,Yes,No,Yes,1,3.6,103.11,1056.18,0.5262,52.6,Medium,No
CUST-00235,72,Male,4,Month-to-Month,Mailed Check,Fiber Optic,No,No Internet,No,4,3.2,60.49,299.17,0.8152,81.5,High,Yes
CUST-00236,50,Male,4,Month-to-Month,Credit Card,No,No,No,No Internet,1,2.2,31.29,140.88,0.6043,60.4,Medium,No
CUST-00237,18,Male,26,Month-to-Month,Mailed Check,No,No Internet,No Internet,No,4,3.6,26.58,660.55,0.5429,54.3,Medium,No
CUST-00238,44,Female,19,One Year,Mailed Check,No,No,Yes,Yes,2,2.1,32.5,669.55,0.1807,18.1,Low,No
CUST-00239,32,Male,3,One Year,Bank Transfer,Fiber Optic,Yes,No,Yes,1,2.3,69.53,255.64,0.2934,29.3,Low,No
CUST-00240,53,Female,2,Month-to-Month,Credit Card,Fiber Optic,Yes,No,No Internet,3,2.1,90.29,268.96,0.7298,73.0,High,Yes
CUST-00241,30,Female,1,One Year,Bank Transfer,Fiber Optic,No,No,No,2,2.5,91.35,170.08,0.4649,46.5,Medium,No
CUST-00242,40,Female,32,Month-to-Month,Electronic Check,DSL,No,Yes,No Internet,6,2.4,59.15,2037.97,0.8258,82.6,High,Yes
CUST-00243,49,Female,29,Month-to-Month,Electronic Check,Fiber Optic,No,No,No,4,4.0,92.88,2601.95,0.8821,88.2,High,Yes
CUST-00244,54,Female,1,One Year,Electronic Check,Fiber Optic,No,No,No,1,2.1,104.86,200.13,0.5952,59.5,Medium,No
CUST-00245,25,Female,19,Month-to-Month,Bank Transfer,Fiber Optic,No,Yes,Yes,5,3.2,108.61,2207.08,0.7,70.0,High,Yes
CUST-00246,37,Male,2,One Year,Electronic Check,DSL,Yes,No,No Internet,1,3.9,46.56,139.5,0.2415,24.1,Low,No
CUST-00247,35,Male,56,Two Year,Electronic Check,Fiber Optic,No,No,No,0,4.5,97.23,5255.27,0.5377,53.8,Medium,No
CUST-00248,32,Male,57,Two Year,Credit Card,Fiber Optic,No,No Internet,No,1,3.6,71.47,4164.73,0.3175,31.8,Low,No
CUST-00249,66,Female,28,Month-to-Month,Electronic Check,Fiber Optic,No Internet,No,No,3,1.1,110.91,3367.52,0.8822,88.2,High,Yes
CUST-00250,47,Female,62,Month-to-Month,Mailed Check,Fiber Optic,No,Yes,Yes,1,2.9,71.79,4168.84,0.7954,79.5,High,Yes
CUST-00251,24,Female,40,One Year,Mailed Check,DSL,Yes,No,No,1,4.0,52.81,2026.78,0.0342,3.4,Low,No
CUST-00252,54,Male,42,One Year,Electronic Check,DSL,No,Yes,No,2,2.1,55.21,2296.54,0.4418,44.2,Medium,No
CUST-00253,71,Female,20,One Year,Mailed Check,Fiber Optic,No,No,Yes,1,4.7,77.12,1533.71,0.4383,43.8,Medium,No
CUST-00254,56,Male,8,Month-to-Month,Mailed Check,No,Yes,Yes,Yes,2,4.6,18.0,153.5,0.3444,34.4,Low,No
CUST-00255,20,Male,5,Month-to-Month,Credit Card,Fiber Optic,No Internet,Yes,No,3,3.8,80.75,467.23,0.7617,76.2,High,Yes
CUST-00256,35,Male,9,One Year,Electronic Check,DSL,Yes,Yes,No,2,4.3,55.19,562.08,0.2556,25.6,Low,No
CUST-00257,59,Male,23,One Year,Mailed Check,DSL,No,Yes,Yes,3,4.5,60.96,1395.08,0.2096,21.0,Low,No
CUST-00258,32,Female,4,Month-to-Month,Bank Transfer,No,No Internet,No Internet,Yes,2,3.3,36.14,169.59,0.3537,35.4,Low,No
CUST-00259,48,Male,7,Month-to-Month,Bank Transfer,DSL,No,No Internet,No Internet,1,4.2,41.65,327.41,0.4842,48.4,Medium,No
CUST-00260,52,Male,15,One Year,Credit Card,Fiber Optic,No,No,Yes,2,1.9,55.12,909.04,0.4495,45.0,Medium,No
CUST-00261,29,Female,6,Month-to-Month,Credit Card,DSL,Yes,Yes,Yes,2,4.0,64.79,455.76,0.4818,48.2,Medium,No
CUST-00262,41,Female,21,Month-to-Month,Credit Card,Fiber Optic,Yes,No Internet,No,3,3.6,81.75,1710.41,0.6667,66.7,Medium,Yes
CUST-00263,18,Female,61,Month-to-Month,Mailed Check,DSL,No,No Internet,Yes,3,5.0,58.51,3793.85,0.4285,42.9,Medium,No
CUST-00264,27,Male,33,Month-to-Month,Credit Card,Fiber Optic,No,No Internet,No,3,2.8,89.56,3056.07,0.7189,71.9,High,Yes
CUST-00265,38,Female,26,One Year,Mailed Check,DSL,No,No,No Internet,1,4.6,52.65,1308.88,0.1685,16.8,Low,No
CUST-00266,24,Female,20,Month-to-Month,Electronic Check,Fiber Optic,No Internet,Yes,No,1,4.2,68.01,1434.19,0.7949,79.5,High,Yes
CUST-00267,64,Male,16,Month-to-Month,Electronic Check,DSL,No,Yes,No,3,3.1,41.33,727.81,0.7727,77.3,High,Yes
CUST-00268,21,Female,4,Month-to-Month,Electronic Check,DSL,No,No Internet,No Internet,3,1.2,40.34,195.84,0.7356,73.6,High,Yes
CUST-00269,35,Male,54,Month-to-Month,Electronic Check,Fiber Optic,No,No Internet,Yes,2,2.8,68.13,3782.43,0.8264,82.6,High,Yes
CUST-00270,43,Male,6,One Year,Electronic Check,No,No,No,No,6,3.1,39.06,252.26,0.4979,49.8,Medium,No
CUST-00271,62,Female,2,Month-to-Month,Electronic Check,DSL,No,Yes,No,6,4.2,61.4,168.84,0.8006,80.1,High,Yes
CUST-00272,21,Female,33,One Year,Credit Card,Fiber Optic,No,No,No,2,3.5,90.09,3045.3,0.4495,45.0,Medium,No
CUST-00273,58,Male,4,Month-to-Month,Credit Card,Fiber Optic,No Internet,No Internet,No,5,3.2,74.91,359.59,0.6418,64.2,Medium,Yes
CUST-00274,42,Female,11,Month-to-Month,Bank Transfer,DSL,No,No,No,2,4.1,76.24,886.43,0.4751,47.5,Medium,No
CUST-00275,28,Female,0,Month-to-Month,Credit Card,Fiber Optic,No,No,No,4,4.1,81.48,77.09,0.7891,78.9,High,Yes
CUST-00276,48,Female,3,Month-to-Month,Electronic Check,No,No,Yes,Yes,6,4.3,22.1,85.6,0.7529,75.3,High,Yes
CUST-00277,44,Male,4,One Year,Credit Card,Fiber Optic,Yes,Yes,Yes,1,2.3,80.85,369.83,0.3183,31.8,Low,No
CUST-00278,33,Female,1,Month-to-Month,Mailed Check,Fiber Optic,No,No,No,3,4.3,75.03,137.48,0.797,79.7,High,Yes
CUST-00279,42,Male,25,Two Year,Electronic Check,No,No,No Internet,Yes,1,4.6,27.05,679.83,0.3095,30.9,Low,No
CUST-00280,36,Female,43,Month-to-Month,Electronic Check,No,No,Yes,No,1,5.0,20.64,879.07,0.6584,65.8,Medium,Yes
CUST-00281,43,Male,11,Month-to-Month,Electronic Check,Fiber Optic,No,Yes,No,3,3.7,112.37,1389.85,0.8598,86.0,High,Yes
CUST-00282,51,Male,49,Month-to-Month,Electronic Check,DSL,No Internet,No,No,2,4.4,35.7,1694.96,0.5299,53.0,Medium,No
CUST-00283,64,Female,5,One Year,Electronic Check,Fiber Optic,No,No,No,1,3.7,111.86,672.19,0.6205,62.0,Medium,Yes
CUST-00284,24,Male,9,Month-to-Month,Electronic Check,DSL,No Internet,No,No Internet,4,3.9,36.35,343.68,0.6645,66.5,Medium,Yes
CUST-00285,71,Male,3,Month-to-Month,Electronic Check,No,Yes,No,No Internet,0,4.4,26.81,101.47,0.5217,52.2,Medium,No
CUST-00286,18,Male,23,Month-to-Month,Electronic Check,Fiber Optic,No,No,No Internet,0,1.4,111.17,2684.96,0.8875,88.7,High,Yes
CUST-00287,39,Female,13,Month-to-Month,Credit Card,Fiber Optic,Yes,No Internet,No,2,3.5,81.09,1117.44,0.6637,66.4,Medium,Yes
CUST-00288,50,Male,22,Two Year,Electronic Check,Fiber Optic,Yes,Yes,Yes,4,3.6,69.5,1528.07,0.4829,48.3,Medium,No
CUST-00289,45,Female,34,Month-to-Month,Electronic Check,Fiber Optic,Yes,No,No,2,2.5,84.09,2862.2,0.8226,82.3,High,Yes
CUST-00290,33,Male,18,One Year,Bank Transfer,Fiber Optic,No,Yes,No,2,1.5,94.46,1842.6,0.4491,44.9,Medium,No
CUST-00291,39,Male,23,One Year,Credit Card,No,Yes,No Internet,No Internet,5,2.7,18.0,437.13,0.173,17.3,Low,No
CUST-00292,35,Male,65,Month-to-Month,Mailed Check,Fiber Optic,No,No Internet,No,4,3.5,80.62,5534.8,0.826,82.6,High,Yes
CUST-00293,33,Male,8,Month-to-Month,Credit Card,DSL,No,Yes,No,1,3.0,50.0,464.19,0.5695,56.9,Medium,No
CUST-00294,53,Male,10,One Year,Mailed Check,DSL,No,Yes,No,1,3.5,64.36,708.27,0.2503,25.0,Low,No
CUST-00295,46,Male,30,Month-to-Month,Electronic Check,DSL,Yes,Yes,No,0,2.2,56.78,1634.34,0.5928,59.3,Medium,No
CUST-00296,32,Female,22,Month-to-Month,Electronic Check,Fiber Optic,Yes,No,No,1,3.4,91.74,2013.57,0.7767,77.7,High,Yes
CUST-00297,54,Female,4,One Year,Bank Transfer,Fiber Optic,No,Yes,Yes,3,3.6,107.88,530.33,0.4622,46.2,Medium,No
CUST-00298,46,Male,11,One Year,Mailed Check,DSL,No,No,Yes,1,1.8,52.83,573.78,0.1305,13.0,Low,No
CUST-00299,53,Male,15,One Year,Bank Transfer,Fiber Optic,Yes,No,No,5,1.7,107.17,1718.48,0.3682,36.8,Low,No
CUST-00300,50,Female,13,One Year,Electronic Check,DSL,No Internet,No,No Internet,3,4.1,46.77,685.56,0.2944,29.4,Low,No
CUST-00301,30,Male,4,Month-to-Month,Bank Transfer,Fiber Optic,Yes,No Internet,No,3,3.3,110.14,563.99,0.7219,72.2,High,Yes
CUST-00302,34,Male,61,Month-to-Month,Mailed Check,DSL,No,Yes,No,1,2.1,69.11,4298.45,0.504,50.4,Medium,No
CUST-00303,52,Female,34,Month-to-Month,Mailed Check,DSL,Yes,No Internet,No,2,2.7,44.42,1557.32,0.4545,45.4,Medium,No
CUST-00304,50,Female,15,One Year,Mailed Check,DSL,No Internet,Yes,No,5,3.7,44.62,738.59,0.1403,14.0,Low,No
CUST-00305,41,Female,27,Two Year,Bank Transfer,Fiber Optic,No,Yes,Yes,3,2.2,75.36,1997.29,0.5183,51.8,Medium,No
CUST-00306,43,Male,54,Month-to-Month,Electronic Check,Fiber Optic,No Internet,No,No,2,4.9,87.37,4646.76,0.8204,82.0,High,Yes
CUST-00307,59,Male,3,Month-to-Month,Credit Card,No,No,No,No,6,3.8,19.75,78.93,0.5402,54.0,Medium,No
CUST-00308,33,Female,6,Month-to-Month,Bank Transfer,Fiber Optic,Yes,Yes,No,5,4.1,93.54,645.55,0.6532,65.3,Medium,Yes
CUST-00309,49,Male,18,Two Year,Electronic Check,Fiber Optic,No,No,Yes,2,3.4,91.01,1775.21,0.6923,69.2,Medium,Yes
CUST-00310,39,Female,38,One Year,Credit Card,DSL,No,Yes,No,7,3.9,62.93,2343.68,0.2209,22.1,Low,No
CUST-00311,38,Female,0,Month-to-Month,Bank Transfer,No,Yes,No Internet,Yes,4,5.0,26.66,25.66,0.4842,48.4,Medium,No
CUST-00312,57,Male,72,Two Year,Mailed Check,Fiber Optic,Yes,No,No,3,2.7,88.88,6081.98,0.2776,27.8,Low,No
CUST-00313,53,Female,14,Two Year,Electronic Check,DSL,No,No,No,4,2.8,46.27,691.13,0.3798,38.0,Low,No
CUST-00314,53,Female,10,Month-to-Month,Mailed Check,DSL,Yes,No Internet,No,2,5.0,47.29,498.63,0.3806,38.1,Low,No
CUST-00315,60,Female,8,Two Year,Electronic Check,Fiber Optic,No,No,Yes,4,4.6,91.32,807.32,0.626,62.6,Medium,Yes
CUST-00316,42,Male,4,Month-to-Month,Mailed Check,DSL,No,No,No Internet,3,3.0,72.6,330.0,0.5897,59.0,Medium,No
CUST-00317,51,Male,37,Month-to-Month,Mailed Check,No,No,No,No,3,2.3,18.0,687.87,0.4951,49.5,Medium,No
CUST-00318,37,Male,72,Month-to-Month,Bank Transfer,No,Yes,No,No,3,2.7,22.42,1603.75,0.3908,39.1,Low,No
CUST-00319,46,Male,12,Two Year,Electronic Check,Fiber Optic,No,Yes,No,2,5.0,84.95,1116.87,0.5252,52.5,Medium,No
CUST-00320,40,Female,72,One Year,Credit Card,DSL,Yes,Yes,No,2,3.3,52.41,3586.82,0.1249,12.5,Low,No
CUST-00321,43,Male,41,Month-to-Month,Electronic Check,Fiber Optic,Yes,Yes,No,3,4.4,78.35,3383.9,0.8208,82.1,High,Yes
CUST-00322,50,Male,15,Two Year,Mailed Check,Fiber Optic,No,No,No Internet,0,3.5,103.7,1710.0,0.3811,38.1,Low,No
CUST-00323,30,Male,26,Month-to-Month,Bank Transfer,DSL,No Internet,Yes,No Internet,6,3.6,70.7,1843.16,0.4145,41.4,Medium,No
CUST-00324,71,Female,13,One Year,Bank Transfer,Fiber Optic,Yes,Yes,No,2,3.9,88.45,1132.16,0.3297,33.0,Low,No
CUST-00325,27,Male,19,One Year,Electronic Check,Fiber Optic,Yes,Yes,No,2,3.1,74.29,1450.26,0.4898,49.0,Medium,No
CUST-00326,25,Male,1,Month-to-Month,Mailed Check,Fiber Optic,No,No,Yes,5,2.9,67.73,135.06,0.8735,87.3,High,Yes
CUST-00327,58,Male,28,Month-to-Month,Electronic Check,Fiber Optic,No,No,Yes,2,4.9,83.25,2389.91,0.8344,83.4,High,Yes
CUST-00328,53,Female,1,Two Year,Bank Transfer,DSL,No,No,No,1,3.0,68.12,140.96,0.1881,18.8,Low,No
CUST-00329,50,Male,40,Month-to-Month,Electronic Check,Fiber Optic,No Internet,Yes,No Internet,1,3.8,69.71,2965.96,0.7617,76.2,High,Yes
CUST-00330,50,Female,41,One Year,Bank Transfer,DSL,No Internet,No Internet,No,2,4.4,64.97,2710.51,0.156,15.6,Low,No
CUST-00331,41,Female,6,Month-to-Month,Bank Transfer,Fiber Optic,No,No,No,0,3.8,64.93,452.85,0.6774,67.7,Medium,Yes
CUST-00332,29,Male,9,One Year,Electronic Check,DSL,No,No,Yes,3,4.0,67.86,623.95,0.3147,31.5,Low,No
CUST-00333,43,Female,15,Month-to-Month,Electronic Check,No,No Internet,No Internet,No,0,1.4,23.67,363.19,0.6413,64.1,Medium,Yes
CUST-00334,32,Male,21,Month-to-Month,Electronic Check,Fiber Optic,Yes,No Internet,No,2,3.5,101.06,2111.08,0.8447,84.5,High,Yes
CUST-00335,55,Female,8,Month-to-Month,Mailed Check,DSL,No,No,No,3,4.6,58.52,501.33,0.5267,52.7,Medium,No
CUST-00336,39,Female,21,Two Year,Mailed Check,DSL,No,No Internet,Yes,0,5.0,55.0,1221.02,0.1573,15.7,Low,No
CUST-00337,30,Male,8,Month-to-Month,Mailed Check,DSL,No,No,No,1,4.5,54.5,477.35,0.5275,52.7,Medium,No
CUST-00338,37,Male,1,Month-to-Month,Bank Transfer,Fiber Optic,No Internet,Yes,No Internet,3,3.5,66.27,129.28,0.6546,65.5,Medium,Yes
CUST-00339,47,Male,0,Two Year,Electronic Check,DSL,No,Yes,No Internet,2,3.8,60.56,56.75,0.3928,39.3,Low,No
CUST-00340,34,Female,2,One Year,Credit Card,Fiber Optic,No,No,No Internet,4,4.0,74.45,206.61,0.4803,48.0,Medium,No
CUST-00341,30,Male,37,Month-to-Month,Mailed Check,Fiber Optic,No Internet,No,No,2,1.0,70.2,2564.64,0.8038,80.4,High,Yes
CUST-00342,45,Female,72,Two Year,Electronic Check,DSL,No,No,No Internet,2,1.9,63.39,4204.78,0.5026,50.3,Medium,No
CUST-00343,45,Male,13,One Year,Bank Transfer,Fiber Optic,No Internet,No Internet,No Internet,2,3.4,79.86,1032.99,0.3536,35.4,Low,No
CUST-00344,34,Female,17,Month-to-Month,Credit Card,DSL,Yes,No,No Internet,2,3.1,45.16,831.4,0.4964,49.6,Medium,No
CUST-00345,35,Male,3,Month-to-Month,Mailed Check,DSL,Yes,Yes,No Internet,2,2.8,64.33,248.47,0.4405,44.0,Medium,No
CUST-00346,45,Female,19,One Year,Bank Transfer,DSL,Yes,Yes,No Internet,4,3.6,53.99,1129.96,0.1917,19.2,Low,No
CUST-00347,21,Male,3,One Year,Credit Card,Fiber Optic,No,No Internet,Yes,7,3.8,85.99,309.79,0.5824,58.2,Medium,No
CUST-00348,22,Female,22,Month-to-Month,Bank Transfer,No,No,No Internet,Yes,0,1.5,34.37,820.62,0.4926,49.3,Medium,No
CUST-00349,31,Male,64,Month-to-Month,Electronic Check,DSL,Yes,No,No,2,1.7,62.17,4032.43,0.6945,69.5,Medium,Yes
CUST-00350,39,Male,5,Month-to-Month,Credit Card,Fiber Optic,No Internet,No Internet,No,2,2.7,70.43,419.82,0.7358,73.6,High,Yes
CUST-00351,46,Male,34,One Year,Bank Transfer,Fiber Optic,No Internet,No Internet,No,2,3.8,87.61,3146.25,0.341,34.1,Low,No
CUST-00352,62,Female,0,Month-to-Month,Bank Transfer,DSL,No,No Internet,No,5,3.0,56.0,55.67,0.6346,63.5,Medium,Yes
CUST-00353,54,Male,11,Month-to-Month,Bank Transfer,No,No Internet,No,Yes,2,2.6,31.08,337.61,0.4013,40.1,Medium,No
CUST-00354,39,Female,2,One Year,Credit Card,DSL,No Internet,No,Yes,4,4.8,45.9,142.63,0.0565,5.7,Low,No
CUST-00355,41,Male,10,One Year,Mailed Check,DSL,No,Yes,No,2,3.9,44.86,508.75,0.2049,20.5,Low,No
CUST-00356,27,Female,4,Month-to-Month,Electronic Check,Fiber Optic,No,No Internet,Yes,2,3.0,110.79,541.76,0.8128,81.3,High,Yes
CUST-00357,41,Female,11,Month-to-Month,Mailed Check,Fiber Optic,No Internet,No Internet,No,3,5.0,74.32,819.51,0.7392,73.9,High,Yes
CUST-00358,37,Female,12,Month-to-Month,Electronic Check,Fiber Optic,No,No,No Internet,0,3.3,84.26,1120.82,0.8105,81.1,High,Yes
CUST-00359,46,Male,8,Month-to-Month,Electronic Check,DSL,Yes,No,No,2,4.3,68.04,599.79,0.6581,65.8,Medium,Yes
CUST-00360,30,Male,25,Two Year,Bank Transfer,Fiber Optic,No,No,No,2,2.1,103.31,2548.9,0.4641,46.4,Medium,No
CUST-00361,49,Male,60,One Year,Electronic Check,Fiber Optic,No,No,Yes,2,1.7,90.65,5800.58,0.6525,65.2,Medium,Yes
CUST-00362,63,Male,12,Month-to-Month,Bank Transfer,Fiber Optic,No Internet,Yes,No,2,2.3,73.74,886.41,0.6685,66.8,Medium,Yes
CUST-00363,40,Female,5,Month-to-Month,Credit Card,No,No,No,No Internet,0,3.8,21.28,118.06,0.6032,60.3,Medium,No
CUST-00364,47,Female,7,Month-to-Month,Mailed Check,DSL,No Internet,Yes,No,2,3.1,67.91,537.82,0.4576,45.8,Medium,No
CUST-00365,51,Female,46,One Year,Credit Card,Fiber Optic,No,No Internet,Yes,4,3.0,95.08,4200.84,0.5378,53.8,Medium,No
CUST-00366,36,Male,20,Month-to-Month,Electronic Check,No,No,No,No Internet,3,3.5,18.0,363.57,0.7457,74.6,High,Yes
CUST-00367,45,Female,14,Two Year,Credit Card,Fiber Optic,No,No Internet,No Internet,6,3.4,94.71,1329.84,0.4408,44.1,Medium,No
CUST-00368,42,Male,3,One Year,Credit Card,Fiber Optic,Yes,No,Yes,2,4.6,65.88,268.1,0.3319,33.2,Low,No
CUST-00369,43,Female,14,Month-to-Month,Electronic Check,Fiber Optic,No,Yes,Yes,6,2.6,76.44,1079.18,0.9491,94.9,High,Yes
CUST-00370,31,Male,7,Two Year,Electronic Check,Fiber Optic,No Internet,Yes,No,3,1.6,82.64,678.53,0.5633,56.3,Medium,No
CUST-00371,42,Male,68,One Year,Electronic Check,Fiber Optic,No,No Internet,Yes,2,5.0,88.69,6183.19,0.5331,53.3,Medium,No
CUST-00372,48,Male,51,One Year,Credit Card,DSL,No Internet,No,No Internet,1,2.7,65.85,3234.73,0.184,18.4,Low,No
CUST-00373,62,Female,2,Two Year,Credit Card,DSL,Yes,Yes,No Internet,4,4.5,48.83,149.4,0.1046,10.5,Low,No
CUST-00374,55,Female,17,Month-to-Month,Electronic Check,DSL,No,Yes,No,1,3.6,65.08,1110.31,0.6628,66.3,Medium,Yes
CUST-00375,72,Male,6,Month-to-Month,Bank Transfer,DSL,Yes,No,No,1,4.8,52.63,354.04,0.3354,33.5,Low,No
CUST-00376,31,Male,12,Two Year,Electronic Check,DSL,No,Yes,No,1,2.5,59.08,700.25,0.4627,46.3,Medium,No
CUST-00377,54,Male,50,One Year,Mailed Check,Fiber Optic,No,Yes,No,4,4.2,87.29,4386.41,0.3723,37.2,Low,No
CUST-00378,44,Female,17,Two Year,Credit Card,DSL,No,No,No,1,2.9,36.81,677.45,0.3029,30.3,Low,No
CUST-00379,72,Male,9,Month-to-Month,Electronic Check,DSL,Yes,No,No Internet,2,2.5,47.87,475.56,0.6581,65.8,Medium,Yes
CUST-00380,30,Female,5,One Year,Credit Card,No,No,No,No Internet,2,5.0,22.0,129.72,0.0729,7.3,Low,No
CUST-00381,30,Female,38,Month-to-Month,Credit Card,Fiber Optic,No,No Internet,Yes,3,2.4,68.35,2758.12,0.8172,81.7,High,Yes
CUST-00382,33,Female,23,Month-to-Month,Credit Card,Fiber Optic,No,No,No,4,2.3,59.09,1370.22,0.827,82.7,High,Yes
CUST-00383,18,Male,15,Month-to-Month,Electronic Check,DSL,No,No Internet,No,3,2.0,47.21,792.65,0.7452,74.5,High,Yes
CUST-00384,34,Female,5,Month-to-Month,Electronic Check,DSL,No,Yes,No,1,2.7,58.28,338.88,0.722,72.2,High,Yes
